timestamp,production_count,quality_score,temperature,vibration,pressure,rpm,vibration_rolling_mean_24,vibration_rolling_std_24,vibration_lag1,vibration_lag24,pressure_rolling_mean_24,pressure_rolling_std_24,pressure_lag1,pressure_lag24,rpm_rolling_mean_24,rpm_rolling_std_24,rpm_lag1,rpm_lag24,machine_id_M2,machine_id_M3,machine_id_M4,operator_OpB,operator_OpC
2025-01-01 00:00:00,45.0,0.2680080190743438,70.71482004001692,0.4024114509411848,99.7889432734589,2993.4400335377904,,,,,,,,,,,,,False,False,False,False,False
2025-01-01 00:00:00,59.0,0.0878621975489461,74.0981710294437,0.6102257813494862,100.40419326506964,3019.9176895495734,,,,,,,,,,,,,True,False,False,False,False
2025-01-01 00:00:00,50.0,0.3445019581243223,67.88799262650075,0.5194039981858889,98.47983684661868,3043.250381809757,,,,,,,,,,,,,False,True,False,False,False
2025-01-01 00:00:00,59.0,0.4984893008936751,70.96037665366752,0.412816742913618,99.93572874960276,2936.1281622744723,,,,,,,,,,,,,False,False,True,False,False
2025-01-01 01:00:00,50.0,0.4019156862805654,77.07639567026955,0.5819599447268888,100.57649715473494,2997.408391226258,0.4024114509411848,,0.4024114509411848,,99.7889432734589,,99.7889432734589,,2993.4400335377904,,2993.4400335377904,,False,False,False,False,False
2025-01-01 01:00:00,46.0,0.26688675005417145,70.34408888095892,0.6206779354983115,98.453652351224,3163.028264605422,0.6102257813494862,,0.6102257813494862,,100.40419326506964,,100.40419326506964,,3019.9176895495734,,3019.9176895495734,,True,False,False,True,False
2025-01-01 01:00:00,52.0,0.51129409539995,71.03256100475615,0.5331365146264296,101.64711950018471,3122.263693724576,0.5194039981858889,,0.5194039981858889,,98.47983684661868,,98.47983684661868,,3043.250381809757,,3043.250381809757,,False,True,False,False,False
2025-01-01 01:00:00,57.0,0.3521213427828298,74.12090021221896,0.52489478660378,101.32669807559428,2951.910368270266,0.412816742913618,,0.412816742913618,,99.93572874960276,,99.93572874960276,,2936.1281622744723,,2936.1281622744723,,False,False,True,False,True
2025-01-01 02:00:00,49.0,0.26688675005417145,73.84315057887572,0.5767061736878387,102.53971855152716,3079.596661490248,0.6154518584238988,0.007390789076641499,0.6206779354983115,,99.42892280814681,1.3792407071620545,98.453652351224,,3091.4729770774975,101.19445808149707,3163.028264605422,,True,False,False,False,False
2025-01-01 02:00:00,52.0,0.1331013217448211,78.12615946333584,0.6789925558124641,100.699437252921,3124.6621475128422,0.4921856978340368,0.126959957507702,0.5819599447268888,,100.18272021409692,0.5568846900000728,100.57649715473494,,2995.424212382024,2.8060526316894276,2997.408391226258,,False,False,False,True,False
2025-01-01 02:00:00,47.0,0.26688675005417145,79.83918598050522,0.8244036471379322,102.14356003501337,3052.291136215038,0.46885576475869895,0.07925114471543572,0.52489478660378,,100.63121341259853,0.9835638428310802,101.32669807559428,,2944.019265272369,11.159704881709018,2951.910368270266,,False,False,True,True,False
2025-01-01 02:00:00,41.0,0.1965756836186536,70.371869540222,0.5756939048668817,102.8537367160375,3018.8686754917894,0.5262702564061592,0.00971035549786215,0.5331365146264296,,100.0634781734017,2.23960704227106,101.64711950018471,,3082.7570377671664,55.870848658976534,3122.263693724576,,False,True,False,False,False
2025-01-01 03:00:00,41.0,0.1818460369730759,75.14858367290435,0.6842448268737323,102.53328302649824,3176.632992265477,0.5544546504935126,0.14032705655397623,0.6789925558124641,,100.35495922703826,0.49402339187054867,100.699437252921,,3038.503524092297,74.64193364308322,3124.6621475128422,,False,False,False,False,True
2025-01-01 03:00:00,47.0,0.2424102390610907,74.98970581879628,0.6666063841609191,103.45676457102957,3097.518221528324,0.6025366301785455,0.022972184125076598,0.5767061736878387,,100.46585472260693,2.0437308653108457,102.53971855152716,,3087.514205215081,71.88306335417207,3079.596661490248,,True,False,False,True,False
