machine_id,vibration,pressure,rpm,timestamp
M1,0.4024114509411848,99.7889432734589,2993.4400335377904,2025-01-01 00:00:00
M2,0.6102257813494862,100.40419326506964,3019.9176895495734,2025-01-01 00:00:00
M3,0.5194039981858889,98.47983684661867,3043.2503818097575,2025-01-01 00:00:00
M4,0.412816742913618,99.93572874960277,2936.1281622744723,2025-01-01 00:00:00
M1,0.3314367883538507,100.82189570612375,3011.724334530388,2025-01-01 00:10:00
M2,0.599154130466647,99.56286254127035,2983.8134375842988,2025-01-01 00:10:00
M3,0.5147628212763083,99.8694906572052,2990.2903548906565,2025-01-01 00:10:00
M4,0.4951936395362347,97.74573456595448,3015.6432030734873,2025-01-01 00:10:00
M1,0.30017039752607344,100.35522937282829,3013.616194870904,2025-01-01 00:20:00
M2,0.41055992222961657,99.87571498630373,2960.6513676044174,2025-01-01 00:20:00
M3,0.43755474361013735,101.27250027360537,2903.6893663336464,2025-01-01 00:20:00
M4,0.652896594092351,99.50516193420002,3006.1348648772196,2025-01-01 00:20:00
M1,0.5047030098825298,98.96163547542716,3025.4119789805895,2025-01-01 00:30:00
M2,0.5398702604566332,100.70910045668663,3036.89391552698,2025-01-01 00:30:00
M3,0.3678760674515009,99.50997722875543,2999.9070939024887,2025-01-01 00:30:00
M4,0.6221938495212155,100.5890733526728,3066.331018311504,2025-01-01 00:30:00
M1,0.4540764063604125,99.20117632803607,3024.815172348507,2025-01-01 00:40:00
M2,0.3976987220010574,99.16042084454169,3028.5611955750674,2025-01-01 00:40:00
M3,0.5910018195158339,100.58472559428618,3003.9645538287614,2025-01-01 00:40:00
M4,0.575131209262025,99.72392658344013,2934.108274192754,2025-01-01 00:40:00
M1,0.44517973401801353,,2986.366071246614,2025-01-01 00:50:00
M2,0.37248630524055254,98.45365235122401,2974.009968499652,2025-01-01 00:50:00
M3,0.46174218217404295,101.10248366943955,2986.669146745743,2025-01-01 00:50:00
M4,0.4768674503897046,100.03961575426754,2990.9154233511003,2025-01-01 00:50:00
M1,0.5819599447268888,100.57649715473494,2997.408391226258,2025-01-01 01:00:00
M2,0.6206779354983115,,3163.028264605422,2025-01-01 01:00:00
M3,0.5331365146264296,101.64711950018471,3122.2636937245757,2025-01-01 01:00:00
M4,0.52489478660378,101.32669807559428,2951.9103682702666,2025-01-01 01:00:00
M1,0.5691031456282746,101.49626100259391,3032.1615513037823,2025-01-01 01:10:00
M2,0.6323988028890769,101.86172237997577,3031.029138795475,2025-01-01 01:10:00
M3,0.510449646951511,101.81030384246422,2981.291338826641,2025-01-01 01:10:00
M4,0.5700024929709226,101.24289772095541,3077.7049538461392,2025-01-01 01:10:00
M1,0.7162101246874085,99.09045446785211,3012.139140332245,2025-01-01 01:20:00
M2,0.4225416873802932,102.38152136213263,3041.307454011933,2025-01-01 01:20:00
M3,0.4837779211783259,102.26022373749723,3045.1014523070307,2025-01-01 01:20:00
M4,0.4121245454107062,101.23679935772455,2996.720735870305,2025-01-01 01:20:00
M1,0.5639502045661374,100.91520995371546,3006.690376560485,2025-01-01 01:30:00
M2,0.5060555155824682,101.91422605452841,3064.083625012093,2025-01-01 01:30:00
M3,0.540317431613874,100.84054573229075,3040.676131116794,2025-01-01 01:30:00
M4,0.7254934365594657,100.69502312402788,2982.2957565624374,2025-01-01 01:30:00
M1,0.7328683108905402,99.60367366299201,3047.9408020710584,2025-01-01 01:40:00
M2,0.6637479291249582,100.9545498454375,3076.3742758401936,2025-01-01 01:40:00
M3,0.7891272192357685,100.8910398163969,3016.6094898212646,2025-01-01 01:40:00
M4,0.5875652395208446,102.44865301150027,3070.1151962496674,2025-01-01 01:40:00
M1,,102.02641683964148,,2025-01-01 01:50:00
M2,0.6249674011096825,100.27925971901475,3009.7868174687287,2025-01-01 01:50:00
M3,0.6403004383851929,101.58933564707182,3035.3968182522713,2025-01-01 01:50:00
M4,0.6436912709649616,101.79317068819707,3011.282994900614,2025-01-01 01:50:00
M1,0.6789925558124641,100.69943725292099,3124.6621475128422,2025-01-01 02:00:00
M2,0.5767061736878387,102.53971855152717,3079.596661490248,2025-01-01 02:00:00
M3,0.5756939048668817,102.8537367160375,3018.8686754917894,2025-01-01 02:00:00
M4,0.8244036471379322,102.14356003501335,3052.291136215038,2025-01-01 02:00:00
M1,0.6530292617239845,103.83839196243159,3084.038170496628,2025-01-01 02:10:00
M2,0.6517923777912601,102.99446768315936,3111.073531218957,2025-01-01 02:10:00
M3,0.7891582012766989,101.95312837762462,3073.4940102439778,2025-01-01 02:10:00
M4,0.7057040823001541,101.87405914427117,3105.296608778402,2025-01-01 02:10:00
M1,0.8638474538455057,102.85148713234328,3181.5036864125827,2025-01-01 02:20:00
M2,0.6214057052897535,103.42415159866263,3193.3770752463574,2025-01-01 02:20:00
M3,0.7481181261821506,102.56715842974786,3208.717167091173,2025-01-01 02:20:00
M4,0.5804485334158273,102.74920101810584,3130.93114270705,2025-01-01 02:20:00
M1,0.8344899672254649,102.39912281365945,3158.887951771682,2025-01-01 02:30:00
M2,0.5252186112298005,102.19817622031397,,2025-01-01 02:30:00
M3,0.5886614206880938,102.54980601368014,3122.021332316751,2025-01-01 02:30:00
M4,0.5424896212794507,102.49975476443754,3021.9675220512327,2025-01-01 02:30:00
M1,0.730623957380522,100.53487476179868,3063.124974568113,2025-01-01 02:40:00
M2,0.75548879606456,100.85601437639079,3003.3608139235857,2025-01-01 02:40:00
M3,0.5990098671242671,102.17558107012238,3061.002867974523,2025-01-01 02:40:00
M4,0.5748672045721187,102.52720139787213,3125.438936605381,2025-01-01 02:40:00
M1,0.6948217127507543,,3130.896600099839,2025-01-01 02:50:00
M2,0.7183943607803981,102.50519069682886,3047.456918196191,2025-01-01 02:50:00
M3,0.49602701388563564,102.50308513406738,3023.75505424049,2025-01-01 02:50:00
M4,0.6090535180826433,102.67006132524487,3024.7249056865476,2025-01-01 02:50:00
M1,0.6842448268737323,102.53328302649824,3176.632992265477,2025-01-01 03:00:00
M2,0.6666063841609191,103.45676457102957,3097.518221528324,2025-01-01 03:00:00
M3,0.6685098522556773,103.26248553960507,3162.7862431618605,2025-01-01 03:00:00
M4,0.6449077039972992,105.02506615817772,3139.225293039171,2025-01-01 03:00:00
M1,0.6979912496371847,103.02211278712569,,2025-01-01 03:10:00
M2,0.6656434844534337,103.21403316197078,3209.3036608842813,2025-01-01 03:10:00
M3,0.6434876265528009,101.14692891278816,3131.325210018273,2025-01-01 03:10:00
M4,0.6816997151476344,104.91284228254585,3184.803443903291,2025-01-01 03:10:00
M1,0.5278588565887061,104.05362351972771,,2025-01-01 03:20:00
M2,0.8161599690948161,104.18632242141456,3128.501850743398,2025-01-01 03:20:00
M3,0.679540108080326,102.66571964077438,3174.3763042789883,2025-01-01 03:20:00
M4,0.887168153323497,103.29272797874489,3143.7175695082706,2025-01-01 03:20:00
M1,0.6342696320146399,103.61028857061626,3121.939531873631,2025-01-01 03:30:00
M2,0.7895242744475098,103.35022901688335,3148.026689221021,2025-01-01 03:30:00
M3,0.7123791066976736,103.34704235022717,3067.9084224534404,2025-01-01 03:30:00
M4,0.4864636679927076,103.3718141835994,3144.2460684931343,2025-01-01 03:30:00
M1,0.6220650945307178,102.02169251713323,3142.8006912413316,2025-01-01 03:40:00
M2,0.6314666243291579,103.59639955126327,3196.8930209898563,2025-01-01 03:40:00
M3,0.4985530171669983,104.24958504095088,3132.742194757085,2025-01-01 03:40:00
M4,0.6689683404375366,103.61765975729301,3168.854811187115,2025-01-01 03:40:00
M1,0.7484103218568965,104.24875420273703,3254.997377840031,2025-01-01 03:50:00
M2,0.7343473921452248,103.40157915140955,3106.2333382247944,2025-01-01 03:50:00
M3,0.7082280156846434,102.38227803410328,3063.803093038675,2025-01-01 03:50:00
M4,0.731512735792869,101.590690883801,3085.3863147057177,2025-01-01 03:50:00
M1,0.717042303465989,105.87064971079138,3167.0096308585144,2025-01-01 04:00:00
M2,0.9218955644806341,105.15716402097719,3182.9422865735773,2025-01-01 04:00:00
M3,0.6824926660514503,102.57248769238771,3183.3919881015363,2025-01-01 04:00:00
M4,0.8424002950128325,104.09645117291954,3149.6434502565653,2025-01-01 04:00:00
M1,0.8159760103462255,104.43950653631329,3152.251493615687,2025-01-01 04:10:00
M2,0.8311697985788149,105.23617608282893,3234.1958964850755,2025-01-01 04:10:00
M3,0.7288845170430222,104.58782761672146,3137.2758135474883,2025-01-01 04:10:00
M4,0.9284386022568003,105.00394624845923,3090.3109552985647,2025-01-01 04:10:00
M1,0.7566870905697592,104.18597746536953,3176.3642515705733,2025-01-01 04:20:00
M2,0.7463244207162828,103.02604952802764,3211.9384021794176,2025-01-01 04:20:00
M3,0.7032135046598541,104.74121584331472,3141.096738098961,2025-01-01 04:20:00
M4,0.9598171585346081,107.23109069737374,3146.4159486496396,2025-01-01 04:20:00
M1,0.7464248301705345,104.87584252322898,3238.9697686607547,2025-01-01 04:30:00
M2,0.7569673379449806,104.8209678296013,3229.6959969626537,2025-01-01 04:30:00
M3,0.7138795780216822,104.80915930234457,3169.200434109038,2025-01-01 04:30:00
M4,0.7102562381145449,105.28593169077783,3191.4420286890086,2025-01-01 04:30:00
M1,0.826274994891102,104.71418011455896,3152.0904140241487,2025-01-01 04:40:00
M2,0.6915026970782071,104.32660100471563,3112.2687435575235,2025-01-01 04:40:00
M3,0.7937252279396533,103.9473718863451,3128.6624363349224,2025-01-01 04:40:00
M4,,106.42269833530071,3206.024465011337,2025-01-01 04:40:00
M1,0.7693071838062606,103.72810722331455,3223.112505710078,2025-01-01 04:50:00
M2,0.802273981122956,102.84686809921922,3144.42429981746,2025-01-01 04:50:00
M3,0.6292248401439224,105.23056906567857,3160.41557320838,2025-01-01 04:50:00
M4,0.7400674677598801,103.77007966550096,3129.3946561537687,2025-01-01 04:50:00
M1,0.7275147886491756,105.70525684121436,3145.7497889324654,2025-01-01 05:00:00
M2,0.669774776564182,103.62308456222294,3174.739706050643,2025-01-01 05:00:00
M3,2.6611074930194625,105.2935501199109,3180.9740313643447,2025-01-01 05:00:00
M4,0.7952478254381745,104.94337767832606,3265.793151959916,2025-01-01 05:00:00
M1,0.7117661229479972,104.14932867854434,3152.900478721342,2025-01-01 05:10:00
M2,0.8016057891107401,107.01197928192045,3158.296693966632,2025-01-01 05:10:00
M3,0.566260060528677,105.1119258577585,3171.83930685155,2025-01-01 05:10:00
M4,,103.97981104956557,3212.7811469407425,2025-01-01 05:10:00
M1,0.852957269781447,104.61687041452785,3223.3466377582877,2025-01-01 05:20:00
M2,0.7420050699170028,106.55058981711247,3231.967045501363,2025-01-01 05:20:00
M3,0.7576182861330745,105.36793919103573,3127.9726189671064,2025-01-01 05:20:00
M4,0.7454638889357452,105.5362913887713,3174.399192068063,2025-01-01 05:20:00
M1,0.7844881029843136,105.43479486852667,3100.2773930989256,2025-01-01 05:30:00
M2,0.840130858784266,105.35896882744508,3108.474738286468,2025-01-01 05:30:00
M3,0.6952098370130273,102.80230403149037,3165.299769411351,2025-01-01 05:30:00
M4,0.7854647853606345,105.9508940302529,3120.101111475405,2025-01-01 05:30:00
M1,0.8196079277432666,106.01375193197048,3191.5653502353375,2025-01-01 05:40:00
M2,0.841129072099402,105.9895056500191,3128.4590099946204,2025-01-01 05:40:00
M3,0.8243309925269529,106.56113175316634,3279.189089790553,2025-01-01 05:40:00
M4,0.6161097550448144,103.36407047180477,3186.0416681282327,2025-01-01 05:40:00
M1,0.6356628947680427,,3226.079157047271,2025-01-01 05:50:00
M2,0.6423204658982475,104.10206882068815,3219.0294223334913,2025-01-01 05:50:00
M3,0.7938431761739237,104.94543850804185,3273.8700725458184,2025-01-01 05:50:00
M4,,105.3708270209523,3162.2073884619476,2025-01-01 05:50:00
M1,0.883107323312557,105.29065965637604,3125.8214069743394,2025-01-01 06:00:00
M2,0.8454324828930018,105.35159961199193,3306.5201882181295,2025-01-01 06:00:00
